,County Name,Date,Covid Cases,months
646,Monroe County ,Oct2020_Sum,63272,Oct2020_Sum
713,Monroe County ,Nov2020_Sum,85346,Nov2020_Sum
780,Monroe County ,Dec2020_Sum,119918,Dec2020_Sum
847,Monroe County ,Jan2021_Sum,150651,Jan2021_Sum
914,Monroe County ,Feb2021_Sum,156607,Feb2021_Sum
981,Monroe County ,Mar2021_Sum,190603,Mar2021_Sum
1048,Monroe County ,Apr2021_Sum,200743,Apr2021_Sum
1115,Monroe County ,May2021_Sum,217721,May2021_Sum
1182,Monroe County ,Jun2021_Sum,206425,Jun2021_Sum
1249,Monroe County ,Jul2021_Sum,217741,Jul2021_Sum
1316,Monroe County ,Aug2021_Sum,255542,Aug2021_Sum
1383,Monroe County ,Sep2021_Sum,292972,Sep2021_Sum
1450,Monroe County ,Oct2021_Sum,321624,Oct2021_Sum
1517,Monroe County ,Nov2021_Sum,319965,Nov2021_Sum
1584,Monroe County ,Dec2021_Sum,343652,Dec2021_Sum
1651,Monroe County ,Jan2022_Sum,467482,Jan2022_Sum
1718,Monroe County ,Feb2022_Sum,492129,Feb2022_Sum
1785,Monroe County ,Mar2022_Sum,555451,Mar2022_Sum
1852,Monroe County ,Apr2022_Sum,541931,Apr2022_Sum
1919,Monroe County ,May2022_Sum,573188,May2022_Sum
1986,Monroe County ,Jun2022_Sum,323505,Jun2022_Sum
44,Nassau County ,Jan2020_Sum,0,Jan2020_Sum
111,Nassau County ,Feb2020_Sum,0,Feb2020_Sum
178,Nassau County ,Mar2020_Sum,61,Mar2020_Sum
245,Nassau County ,Apr2020_Sum,1131,Apr2020_Sum
312,Nassau County ,May2020_Sum,2024,May2020_Sum
379,Nassau County ,Jun2020_Sum,3216,Jun2020_Sum
446,Nassau County ,Jul2020_Sum,19694,Jul2020_Sum
513,Nassau County ,Aug2020_Sum,42046,Aug2020_Sum
580,Nassau County ,Sep2020_Sum,58466,Sep2020_Sum
647,Nassau County ,Oct2020_Sum,71814,Oct2020_Sum
714,Nassau County ,Nov2020_Sum,83722,Nov2020_Sum
781,Nassau County ,Dec2020_Sum,121456,Dec2020_Sum
848,Nassau County ,Jan2021_Sum,188223,Jan2021_Sum
915,Nassau County ,Feb2021_Sum,207980,Feb2021_Sum
982,Nassau County ,Mar2021_Sum,243925,Mar2021_Sum
1049,Nassau County ,Apr2021_Sum,243499,Apr2021_Sum
1116,Nassau County ,May2021_Sum,262771,May2021_Sum
1183,Nassau County ,Jun2021_Sum,253592,Jun2021_Sum
1250,Nassau County ,Jul2021_Sum,290152,Jul2021_Sum
1317,Nassau County ,Aug2021_Sum,373587,Aug2021_Sum
1384,Nassau County ,Sep2021_Sum,428267,Sep2021_Sum
1451,Nassau County ,Oct2021_Sum,462305,Oct2021_Sum
1518,Nassau County ,Nov2021_Sum,453645,Nov2021_Sum
1585,Nassau County ,Dec2021_Sum,475028,Dec2021_Sum
1652,Nassau County ,Jan2022_Sum,552084,Jan2022_Sum
1719,Nassau County ,Feb2022_Sum,592789,Feb2022_Sum
1786,Nassau County ,Mar2022_Sum,671041,Mar2022_Sum
1853,Nassau County ,Apr2022_Sum,652188,Apr2022_Sum
1920,Nassau County ,May2022_Sum,682669,May2022_Sum
1987,Nassau County ,Jun2022_Sum,383497,Jun2022_Sum
45,Okaloosa County ,Jan2020_Sum,0,Jan2020_Sum
112,Okaloosa County ,Feb2020_Sum,0,Feb2020_Sum
179,Okaloosa County ,Mar2020_Sum,286,Mar2020_Sum
246,Okaloosa County ,Apr2020_Sum,3247,Apr2020_Sum
313,Okaloosa County ,May2020_Sum,5552,May2020_Sum
380,Okaloosa County ,Jun2020_Sum,11202,Jun2020_Sum
447,Okaloosa County ,Jul2020_Sum,50723,Jul2020_Sum
514,Okaloosa County ,Aug2020_Sum,113619,Aug2020_Sum
581,Okaloosa County ,Sep2020_Sum,139185,Sep2020_Sum
648,Okaloosa County ,Oct2020_Sum,176596,Oct2020_Sum
715,Okaloosa County ,Nov2020_Sum,230980,Nov2020_Sum
782,Okaloosa County ,Dec2020_Sum,341478,Dec2020_Sum
849,Okaloosa County ,Jan2021_Sum,462639,Jan2021_Sum
916,Okaloosa County ,Feb2021_Sum,501914,Feb2021_Sum
983,Okaloosa County ,Mar2021_Sum,602906,Mar2021_Sum
1050,Okaloosa County ,Apr2021_Sum,602248,Apr2021_Sum
1117,Okaloosa County ,May2021_Sum,641411,May2021_Sum
1184,Okaloosa County ,Jun2021_Sum,626157,Jun2021_Sum
1251,Okaloosa County ,Jul2021_Sum,670484,Jul2021_Sum
1318,Okaloosa County ,Aug2021_Sum,791728,Aug2021_Sum
1385,Okaloosa County ,Sep2021_Sum,956957,Sep2021_Sum
1452,Okaloosa County ,Oct2021_Sum,1056911,Oct2021_Sum
1519,Okaloosa County ,Nov2021_Sum,1038315,Nov2021_Sum
1586,Okaloosa County ,Dec2021_Sum,1086860,Dec2021_Sum
1653,Okaloosa County ,Jan2022_Sum,1277636,Jan2022_Sum
1720,Okaloosa County ,Feb2022_Sum,1401106,Feb2022_Sum
1787,Okaloosa County ,Mar2022_Sum,1586657,Mar2022_Sum
1854,Okaloosa County ,Apr2022_Sum,1541229,Apr2022_Sum
1921,Okaloosa County ,May2022_Sum,1603637,May2022_Sum
1988,Okaloosa County ,Jun2022_Sum,895243,Jun2022_Sum
46,Okeechobee County ,Jan2020_Sum,0,Jan2020_Sum
113,Okeechobee County ,Feb2020_Sum,0,Feb2020_Sum
180,Okeechobee County ,Mar2020_Sum,0,Mar2020_Sum
247,Okeechobee County ,Apr2020_Sum,182,Apr2020_Sum
314,Okeechobee County ,May2020_Sum,1248,May2020_Sum
381,Okeechobee County ,Jun2020_Sum,6143,Jun2020_Sum
448,Okeechobee County ,Jul2020_Sum,19122,Jul2020_Sum
515,Okeechobee County ,Aug2020_Sum,34488,Aug2020_Sum
582,Okeechobee County ,Sep2020_Sum,41706,Sep2020_Sum
649,Okeechobee County ,Oct2020_Sum,51522,Oct2020_Sum
716,Okeechobee County ,Nov2020_Sum,56761,Nov2020_Sum
783,Okeechobee County ,Dec2020_Sum,68650,Dec2020_Sum
850,Okeechobee County ,Jan2021_Sum,90003,Jan2021_Sum
917,Okeechobee County ,Feb2021_Sum,96099,Feb2021_Sum
984,Okeechobee County ,Mar2021_Sum,112980,Mar2021_Sum
1051,Okeechobee County ,Apr2021_Sum,116067,Apr2021_Sum
1118,Okeechobee County ,May2021_Sum,126301,May2021_Sum
1185,Okeechobee County ,Jun2021_Sum,126082,Jun2021_Sum
1252,Okeechobee County ,Jul2021_Sum,135061,Jul2021_Sum
1319,Okeechobee County ,Aug2021_Sum,158992,Aug2021_Sum
1386,Okeechobee County ,Sep2021_Sum,204349,Sep2021_Sum
1453,Okeechobee County ,Oct2021_Sum,228164,Oct2021_Sum
1520,Okeechobee County ,Nov2021_Sum,222025,Nov2021_Sum
1587,Okeechobee County ,Dec2021_Sum,230971,Dec2021_Sum
1654,Okeechobee County ,Jan2022_Sum,276173,Jan2022_Sum
1721,Okeechobee County ,Feb2022_Sum,291395,Feb2022_Sum
1788,Okeechobee County ,Mar2022_Sum,328349,Mar2022_Sum
1855,Okeechobee County ,Apr2022_Sum,318592,Apr2022_Sum
1922,Okeechobee County ,May2022_Sum,330636,May2022_Sum
1989,Okeechobee County ,Jun2022_Sum,183138,Jun2022_Sum
47,Orange County ,Jan2020_Sum,0,Jan2020_Sum
114,Orange County ,Feb2020_Sum,0,Feb2020_Sum
181,Orange County ,Mar2020_Sum,1763,Mar2020_Sum
248,Orange County ,Apr2020_Sum,31092,Apr2020_Sum
315,Orange County ,May2020_Sum,51167,May2020_Sum
382,Orange County ,Jun2020_Sum,132183,Jun2020_Sum
449,Orange County ,Jul2020_Sum,637841,Jul2020_Sum
516,Orange County ,Aug2020_Sum,1024355,Aug2020_Sum
583,Orange County ,Sep2020_Sum,1149751,Sep2020_Sum
650,Orange County ,Oct2020_Sum,1339663,Oct2020_Sum
717,Orange County ,Nov2020_Sum,1559970,Nov2020_Sum
784,Orange County ,Dec2020_Sum,2058010,Dec2020_Sum
851,Orange County ,Jan2021_Sum,2833889,Jan2021_Sum
918,Orange County ,Feb2021_Sum,3061843,Feb2021_Sum
985,Orange County ,Mar2021_Sum,3685316,Mar2021_Sum
1052,Orange County ,Apr2021_Sum,3911760,Apr2021_Sum
1119,Orange County ,May2021_Sum,4346260,May2021_Sum
1186,Orange County ,Jun2021_Sum,4284575,Jun2021_Sum
1253,Orange County ,Jul2021_Sum,4684539,Jul2021_Sum
1320,Orange County ,Aug2021_Sum,5629207,Aug2021_Sum
1387,Orange County ,Sep2021_Sum,6411027,Sep2021_Sum
1454,Orange County ,Oct2021_Sum,6996726,Oct2021_Sum
1521,Orange County ,Nov2021_Sum,6875260,Nov2021_Sum
1588,Orange County ,Dec2021_Sum,7276675,Dec2021_Sum
1655,Orange County ,Jan2022_Sum,9602171,Jan2022_Sum
1722,Orange County ,Feb2022_Sum,10206254,Feb2022_Sum
1789,Orange County ,Mar2022_Sum,11580410,Mar2022_Sum
1856,Orange County ,Apr2022_Sum,11308525,Apr2022_Sum
1923,Orange County ,May2022_Sum,11933747,May2022_Sum
1990,Orange County ,Jun2022_Sum,6773786,Jun2022_Sum
48,Osceola County ,Jan2020_Sum,0,Jan2020_Sum
115,Osceola County ,Feb2020_Sum,0,Feb2020_Sum
182,Osceola County ,Mar2020_Sum,652,Mar2020_Sum
249,Osceola County ,Apr2020_Sum,10591,Apr2020_Sum
316,Osceola County ,May2020_Sum,18705,May2020_Sum
383,Osceola County ,Jun2020_Sum,30814,Jun2020_Sum
450,Osceola County ,Jul2020_Sum,162858,Jul2020_Sum
517,Osceola County ,Aug2020_Sum,314178,Aug2020_Sum
584,Osceola County ,Sep2020_Sum,357003,Sep2020_Sum
651,Osceola County ,Oct2020_Sum,415432,Oct2020_Sum
718,Osceola County ,Nov2020_Sum,485724,Nov2020_Sum
785,Osceola County ,Dec2020_Sum,682548,Dec2020_Sum
852,Osceola County ,Jan2021_Sum,929657,Jan2021_Sum
919,Osceola County ,Feb2021_Sum,990096,Feb2021_Sum
986,Osceola County ,Mar2021_Sum,1185614,Mar2021_Sum
1053,Osceola County ,Apr2021_Sum,1256274,Apr2021_Sum
1120,Osceola County ,May2021_Sum,1404733,May2021_Sum
1187,Osceola County ,Jun2021_Sum,1386454,Jun2021_Sum
1254,Osceola County ,Jul2021_Sum,1507513,Jul2021_Sum
1321,Osceola County ,Aug2021_Sum,1777693,Aug2021_Sum
1388,Osceola County ,Sep2021_Sum,2013393,Sep2021_Sum
1455,Osceola County ,Oct2021_Sum,2195643,Oct2021_Sum
1522,Osceola County ,Nov2021_Sum,2161824,Nov2021_Sum
1589,Osceola County ,Dec2021_Sum,2288630,Dec2021_Sum
1656,Osceola County ,Jan2022_Sum,2952276,Jan2022_Sum
1723,Osceola County ,Feb2022_Sum,3089789,Feb2022_Sum
1790,Osceola County ,Mar2022_Sum,3494604,Mar2022_Sum
1857,Osceola County ,Apr2022_Sum,3411300,Apr2022_Sum
1924,Osceola County ,May2022_Sum,3592474,May2022_Sum
1991,Osceola County ,Jun2022_Sum,2033808,Jun2022_Sum
49,Palm Beach County ,Jan2020_Sum,0,Jan2020_Sum
116,Palm Beach County ,Feb2020_Sum,0,Feb2020_Sum
183,Palm Beach County ,Mar2020_Sum,2722,Mar2020_Sum
250,Palm Beach County ,Apr2020_Sum,56034,Apr2020_Sum
317,Palm Beach County ,May2020_Sum,138046,May2020_Sum
384,Palm Beach County ,Jun2020_Sum,283732,Jun2020_Sum
451,Palm Beach County ,Jul2020_Sum,734138,Jul2020_Sum
518,Palm Beach County ,Aug2020_Sum,1196320,Aug2020_Sum
585,Palm Beach County ,Sep2020_Sum,1334803,Sep2020_Sum
652,Palm Beach County ,Oct2020_Sum,1517844,Oct2020_Sum
719,Palm Beach County ,Nov2020_Sum,1763586,Nov2020_Sum
786,Palm Beach County ,Dec2020_Sum,2303323,Dec2020_Sum
853,Palm Beach County ,Jan2021_Sum,2976935,Jan2021_Sum
920,Palm Beach County ,Feb2021_Sum,3204568,Feb2021_Sum
987,Palm Beach County ,Mar2021_Sum,3917528,Mar2021_Sum
1054,Palm Beach County ,Apr2021_Sum,4132345,Apr2021_Sum
1121,Palm Beach County ,May2021_Sum,4538000,May2021_Sum
1188,Palm Beach County ,Jun2021_Sum,4437798,Jun2021_Sum
1255,Palm Beach County ,Jul2021_Sum,4767603,Jul2021_Sum
1322,Palm Beach County ,Aug2021_Sum,5580945,Aug2021_Sum
1389,Palm Beach County ,Sep2021_Sum,6327014,Sep2021_Sum
1456,Palm Beach County ,Oct2021_Sum,6901053,Oct2021_Sum
1523,Palm Beach County ,Nov2021_Sum,6791136,Nov2021_Sum
1590,Palm Beach County ,Dec2021_Sum,7252468,Dec2021_Sum
1657,Palm Beach County ,Jan2022_Sum,9728434,Jan2022_Sum
1724,Palm Beach County ,Feb2022_Sum,10015687,Feb2022_Sum
1791,Palm Beach County ,Mar2022_Sum,11287948,Mar2022_Sum
1858,Palm Beach County ,Apr2022_Sum,11036159,Apr2022_Sum
1925,Palm Beach County ,May2022_Sum,11701011,May2022_Sum
1992,Palm Beach County ,Jun2022_Sum,6667924,Jun2022_Sum
50,Pasco County ,Jan2020_Sum,0,Jan2020_Sum
117,Pasco County ,Feb2020_Sum,0,Feb2020_Sum
184,Pasco County ,Mar2020_Sum,287,Mar2020_Sum
251,Pasco County ,Apr2020_Sum,5181,Apr2020_Sum
318,Pasco County ,May2020_Sum,9943,May2020_Sum
385,Pasco County ,Jun2020_Sum,23430,Jun2020_Sum
452,Pasco County ,Jul2020_Sum,135582,Jul2020_Sum
519,Pasco County ,Aug2020_Sum,228179,Aug2020_Sum
586,Pasco County ,Sep2020_Sum,260333,Sep2020_Sum
653,Pasco County ,Oct2020_Sum,313252,Oct2020_Sum
720,Pasco County ,Nov2020_Sum,383617,Nov2020_Sum
787,Pasco County ,Dec2020_Sum,572894,Dec2020_Sum
854,Pasco County ,Jan2021_Sum,814107,Jan2021_Sum
921,Pasco County ,Feb2021_Sum,886029,Feb2021_Sum
988,Pasco County ,Mar2021_Sum,1081388,Mar2021_Sum
1055,Pasco County ,Apr2021_Sum,1158334,Apr2021_Sum
1122,Pasco County ,May2021_Sum,1302159,May2021_Sum
1189,Pasco County ,Jun2021_Sum,1289974,Jun2021_Sum
1256,Pasco County ,Jul2021_Sum,1401151,Jul2021_Sum
1323,Pasco County ,Aug2021_Sum,1761146,Aug2021_Sum
1390,Pasco County ,Sep2021_Sum,2179107,Sep2021_Sum
1457,Pasco County ,Oct2021_Sum,2431734,Oct2021_Sum
1524,Pasco County ,Nov2021_Sum,2386541,Nov2021_Sum
1591,Pasco County ,Dec2021_Sum,2508430,Dec2021_Sum
1658,Pasco County ,Jan2022_Sum,3047004,Jan2022_Sum
1725,Pasco County ,Feb2022_Sum,3306558,Feb2022_Sum
1792,Pasco County ,Mar2022_Sum,3763702,Mar2022_Sum
1859,Pasco County ,Apr2022_Sum,3668768,Apr2022_Sum
1926,Pasco County ,May2022_Sum,3861731,May2022_Sum
1993,Pasco County ,Jun2022_Sum,2187323,Jun2022_Sum
51,Pinellas County ,Jan2020_Sum,0,Jan2020_Sum
118,Pinellas County ,Feb2020_Sum,0,Feb2020_Sum
185,Pinellas County ,Mar2020_Sum,952,Mar2020_Sum
252,Pinellas County ,Apr2020_Sum,15620,Apr2020_Sum
319,Pinellas County ,May2020_Sum,31040,May2020_Sum
386,Pinellas County ,Jun2020_Sum,90467,Jun2020_Sum
453,Pinellas County ,Jul2020_Sum,374260,Jul2020_Sum
520,Pinellas County ,Aug2020_Sum,574879,Aug2020_Sum
587,Pinellas County ,Sep2020_Sum,633745,Sep2020_Sum
654,Pinellas County ,Oct2020_Sum,741002,Oct2020_Sum
721,Pinellas County ,Nov2020_Sum,881577,Nov2020_Sum
788,Pinellas County ,Dec2020_Sum,1205791,Dec2020_Sum
855,Pinellas County ,Jan2021_Sum,1649361,Jan2021_Sum
922,Pinellas County ,Feb2021_Sum,1772355,Feb2021_Sum
989,Pinellas County ,Mar2021_Sum,2151650,Mar2021_Sum
1056,Pinellas County ,Apr2021_Sum,2276164,Apr2021_Sum
1123,Pinellas County ,May2021_Sum,2491924,May2021_Sum
1190,Pinellas County ,Jun2021_Sum,2419273,Jun2021_Sum
1257,Pinellas County ,Jul2021_Sum,2595023,Jul2021_Sum
1324,Pinellas County ,Aug2021_Sum,3144646,Aug2021_Sum
1391,Pinellas County ,Sep2021_Sum,3744402,Sep2021_Sum
1458,Pinellas County ,Oct2021_Sum,4125068,Oct2021_Sum
1525,Pinellas County ,Nov2021_Sum,4051552,Nov2021_Sum
1592,Pinellas County ,Dec2021_Sum,4261519,Dec2021_Sum
1659,Pinellas County ,Jan2022_Sum,5224673,Jan2022_Sum
1726,Pinellas County ,Feb2022_Sum,5638949,Feb2022_Sum
1793,Pinellas County ,Mar2022_Sum,6432740,Mar2022_Sum
1860,Pinellas County ,Apr2022_Sum,6278788,Apr2022_Sum
1927,Pinellas County ,May2022_Sum,6630686,May2022_Sum
1994,Pinellas County ,Jun2022_Sum,3772195,Jun2022_Sum
52,Polk County ,Jan2020_Sum,0,Jan2020_Sum
119,Polk County ,Feb2020_Sum,0,Feb2020_Sum
186,Polk County ,Mar2020_Sum,346,Mar2020_Sum
253,Polk County ,Apr2020_Sum,8765,Apr2020_Sum
320,Polk County ,May2020_Sum,22833,May2020_Sum
387,Polk County ,Jun2020_Sum,55812,Jun2020_Sum
454,Polk County ,Jul2020_Sum,261526,Jul2020_Sum
521,Polk County ,Aug2020_Sum,470528,Aug2020_Sum
588,Polk County ,Sep2020_Sum,560314,Sep2020_Sum
655,Polk County ,Oct2020_Sum,669941,Oct2020_Sum
722,Polk County ,Nov2020_Sum,760556,Nov2020_Sum
789,Polk County ,Dec2020_Sum,999221,Dec2020_Sum
856,Polk County ,Jan2021_Sum,1385187,Jan2021_Sum
923,Polk County ,Feb2021_Sum,1519511,Feb2021_Sum
990,Polk County ,Mar2021_Sum,1834368,Mar2021_Sum
1057,Polk County ,Apr2021_Sum,1930292,Apr2021_Sum
1124,Polk County ,May2021_Sum,2160503,May2021_Sum
1191,Polk County ,Jun2021_Sum,2143456,Jun2021_Sum
1258,Polk County ,Jul2021_Sum,2331424,Jul2021_Sum
1325,Polk County ,Aug2021_Sum,2908726,Aug2021_Sum
1392,Polk County ,Sep2021_Sum,3571576,Sep2021_Sum
1459,Polk County ,Oct2021_Sum,3942805,Oct2021_Sum
1526,Polk County ,Nov2021_Sum,3873718,Nov2021_Sum
1593,Polk County ,Dec2021_Sum,4071798,Dec2021_Sum
1660,Polk County ,Jan2022_Sum,5082878,Jan2022_Sum
1727,Polk County ,Feb2022_Sum,5447621,Feb2022_Sum
1794,Polk County ,Mar2022_Sum,6170751,Mar2022_Sum
1861,Polk County ,Apr2022_Sum,6003813,Apr2022_Sum
1928,Polk County ,May2022_Sum,6301909,May2022_Sum
1995,Polk County ,Jun2022_Sum,3555629,Jun2022_Sum
53,Putnam County ,Jan2020_Sum,0,Jan2020_Sum
120,Putnam County ,Feb2020_Sum,0,Feb2020_Sum
187,Putnam County ,Mar2020_Sum,87,Mar2020_Sum
254,Putnam County ,Apr2020_Sum,1525,Apr2020_Sum
321,Putnam County ,May2020_Sum,4077,May2020_Sum
388,Putnam County ,Jun2020_Sum,6460,Jun2020_Sum
455,Putnam County ,Jul2020_Sum,26596,Jul2020_Sum
522,Putnam County ,Aug2020_Sum,49423,Aug2020_Sum
589,Putnam County ,Sep2020_Sum,59398,Sep2020_Sum
656,Putnam County ,Oct2020_Sum,70030,Oct2020_Sum
723,Putnam County ,Nov2020_Sum,76920,Nov2020_Sum
790,Putnam County ,Dec2020_Sum,103931,Dec2020_Sum
857,Putnam County ,Jan2021_Sum,149940,Jan2021_Sum
924,Putnam County ,Feb2021_Sum,159530,Feb2021_Sum
991,Putnam County ,Mar2021_Sum,184261,Mar2021_Sum
1058,Putnam County ,Apr2021_Sum,186840,Apr2021_Sum
1125,Putnam County ,May2021_Sum,204239,May2021_Sum
1192,Putnam County ,Jun2021_Sum,203003,Jun2021_Sum
1259,Putnam County ,Jul2021_Sum,224446,Jul2021_Sum
1326,Putnam County ,Aug2021_Sum,283931,Aug2021_Sum
1393,Putnam County ,Sep2021_Sum,350826,Sep2021_Sum
1460,Putnam County ,Oct2021_Sum,392750,Oct2021_Sum
1527,Putnam County ,Nov2021_Sum,384452,Nov2021_Sum
1594,Putnam County ,Dec2021_Sum,399860,Dec2021_Sum
1661,Putnam County ,Jan2022_Sum,449104,Jan2022_Sum
1728,Putnam County ,Feb2022_Sum,479184,Feb2022_Sum
1795,Putnam County ,Mar2022_Sum,542961,Mar2022_Sum
1862,Putnam County ,Apr2022_Sum,527241,Apr2022_Sum
1929,Putnam County ,May2022_Sum,548424,May2022_Sum
1996,Putnam County ,Jun2022_Sum,304915,Jun2022_Sum
56,Santa Rosa County ,Jan2020_Sum,0,Jan2020_Sum
123,Santa Rosa County ,Feb2020_Sum,0,Feb2020_Sum
190,Santa Rosa County ,Mar2020_Sum,183,Mar2020_Sum
257,Santa Rosa County ,Apr2020_Sum,3329,Apr2020_Sum
324,Santa Rosa County ,May2020_Sum,5873,May2020_Sum
391,Santa Rosa County ,Jun2020_Sum,9815,Jun2020_Sum
458,Santa Rosa County ,Jul2020_Sum,53458,Jul2020_Sum
525,Santa Rosa County ,Aug2020_Sum,128405,Aug2020_Sum
592,Santa Rosa County ,Sep2020_Sum,153293,Sep2020_Sum
659,Santa Rosa County ,Oct2020_Sum,175702,Oct2020_Sum
726,Santa Rosa County ,Nov2020_Sum,199898,Nov2020_Sum
793,Santa Rosa County ,Dec2020_Sum,285748,Dec2020_Sum
860,Santa Rosa County ,Jan2021_Sum,419778,Jan2021_Sum
927,Santa Rosa County ,Feb2021_Sum,460000,Feb2021_Sum
994,Santa Rosa County ,Mar2021_Sum,541851,Mar2021_Sum
1061,Santa Rosa County ,Apr2021_Sum,538681,Apr2021_Sum
1128,Santa Rosa County ,May2021_Sum,568848,May2021_Sum
1195,Santa Rosa County ,Jun2021_Sum,555475,Jun2021_Sum
1262,Santa Rosa County ,Jul2021_Sum,593314,Jul2021_Sum
1329,Santa Rosa County ,Aug2021_Sum,709761,Aug2021_Sum
1396,Santa Rosa County ,Sep2021_Sum,894226,Sep2021_Sum
1463,Santa Rosa County ,Oct2021_Sum,995160,Oct2021_Sum
1530,Santa Rosa County ,Nov2021_Sum,975674,Nov2021_Sum
1597,Santa Rosa County ,Dec2021_Sum,1020221,Dec2021_Sum
1664,Santa Rosa County ,Jan2022_Sum,1197807,Jan2022_Sum
1731,Santa Rosa County ,Feb2022_Sum,1313431,Feb2022_Sum
1798,Santa Rosa County ,Mar2022_Sum,1495228,Mar2022_Sum
1865,Santa Rosa County ,Apr2022_Sum,1450882,Apr2022_Sum
1932,Santa Rosa County ,May2022_Sum,1509328,May2022_Sum
1999,Santa Rosa County ,Jun2022_Sum,841375,Jun2022_Sum
57,Sarasota County ,Jan2020_Sum,0,Jan2020_Sum
124,Sarasota County ,Feb2020_Sum,0,Feb2020_Sum
191,Sarasota County ,Mar2020_Sum,473,Mar2020_Sum
258,Sarasota County ,Apr2020_Sum,7300,Apr2020_Sum
325,Sarasota County ,May2020_Sum,15410,May2020_Sum
392,Sarasota County ,Jun2020_Sum,26757,Jun2020_Sum
459,Sarasota County ,Jul2020_Sum,112504,Jul2020_Sum
526,Sarasota County ,Aug2020_Sum,203877,Aug2020_Sum
593,Sarasota County ,Sep2020_Sum,231460,Sep2020_Sum
660,Sarasota County ,Oct2020_Sum,276840,Oct2020_Sum
727,Sarasota County ,Nov2020_Sum,345483,Nov2020_Sum
794,Sarasota County ,Dec2020_Sum,502875,Dec2020_Sum
861,Sarasota County ,Jan2021_Sum,686968,Jan2021_Sum
928,Sarasota County ,Feb2021_Sum,727894,Feb2021_Sum
995,Sarasota County ,Mar2021_Sum,872613,Mar2021_Sum
1062,Sarasota County ,Apr2021_Sum,930604,Apr2021_Sum
1129,Sarasota County ,May2021_Sum,1028081,May2021_Sum
1196,Sarasota County ,Jun2021_Sum,985498,Jun2021_Sum
1263,Sarasota County ,Jul2021_Sum,1041920,Jul2021_Sum
1330,Sarasota County ,Aug2021_Sum,1252389,Aug2021_Sum
1397,Sarasota County ,Sep2021_Sum,1538911,Sep2021_Sum
1464,Sarasota County ,Oct2021_Sum,1697495,Oct2021_Sum
1531,Sarasota County ,Nov2021_Sum,1666503,Nov2021_Sum
1598,Sarasota County ,Dec2021_Sum,1761529,Dec2021_Sum
1665,Sarasota County ,Jan2022_Sum,2183554,Jan2022_Sum
1732,Sarasota County ,Feb2022_Sum,2402069,Feb2022_Sum
1799,Sarasota County ,Mar2022_Sum,2752828,Mar2022_Sum
1866,Sarasota County ,Apr2022_Sum,2689147,Apr2022_Sum
1933,Sarasota County ,May2022_Sum,2851566,May2022_Sum
2000,Sarasota County ,Jun2022_Sum,1630683,Jun2022_Sum
58,Seminole County ,Jan2020_Sum,0,Jan2020_Sum
125,Seminole County ,Feb2020_Sum,0,Feb2020_Sum
192,Seminole County ,Mar2020_Sum,582,Mar2020_Sum
259,Seminole County ,Apr2020_Sum,8339,Apr2020_Sum
326,Seminole County ,May2020_Sum,13453,May2020_Sum
393,Seminole County ,Jun2020_Sum,32818,Jun2020_Sum
460,Seminole County ,Jul2020_Sum,147497,Jul2020_Sum
527,Seminole County ,Aug2020_Sum,229442,Aug2020_Sum
594,Seminole County ,Sep2020_Sum,259384,Sep2020_Sum
661,Seminole County ,Oct2020_Sum,299746,Oct2020_Sum
728,Seminole County ,Nov2020_Sum,347919,Nov2020_Sum
795,Seminole County ,Dec2020_Sum,484142,Dec2020_Sum
862,Seminole County ,Jan2021_Sum,666752,Jan2021_Sum
929,Seminole County ,Feb2021_Sum,723344,Feb2021_Sum
996,Seminole County ,Mar2021_Sum,886126,Mar2021_Sum
1063,Seminole County ,Apr2021_Sum,957856,Apr2021_Sum
1130,Seminole County ,May2021_Sum,1073234,May2021_Sum
1197,Seminole County ,Jun2021_Sum,1068564,Jun2021_Sum
1264,Seminole County ,Jul2021_Sum,1189204,Jul2021_Sum
1331,Seminole County ,Aug2021_Sum,1480015,Aug2021_Sum
1398,Seminole County ,Sep2021_Sum,1737496,Sep2021_Sum
1465,Seminole County ,Oct2021_Sum,1903789,Oct2021_Sum
1532,Seminole County ,Nov2021_Sum,1878517,Nov2021_Sum
1599,Seminole County ,Dec2021_Sum,1995033,Dec2021_Sum
1666,Seminole County ,Jan2022_Sum,2607851,Jan2022_Sum
1733,Seminole County ,Feb2022_Sum,2817298,Feb2022_Sum
1800,Seminole County ,Mar2022_Sum,3189981,Mar2022_Sum
1867,Seminole County ,Apr2022_Sum,3110437,Apr2022_Sum
1934,Seminole County ,May2022_Sum,3278171,May2022_Sum
2001,Seminole County ,Jun2022_Sum,1860731,Jun2022_Sum
54,St. Johns County ,Jan2020_Sum,0,Jan2020_Sum
121,St. Johns County ,Feb2020_Sum,0,Feb2020_Sum
188,St. Johns County ,Mar2020_Sum,442,Mar2020_Sum
255,St. Johns County ,Apr2020_Sum,5206,Apr2020_Sum
322,St. Johns County ,May2020_Sum,7146,May2020_Sum
389,St. Johns County ,Jun2020_Sum,12840,Jun2020_Sum
456,St. Johns County ,Jul2020_Sum,67080,Jul2020_Sum
523,St. Johns County ,Aug2020_Sum,120424,Aug2020_Sum
590,St. Johns County ,Sep2020_Sum,147974,Sep2020_Sum
657,St. Johns County ,Oct2020_Sum,183927,Oct2020_Sum
724,St. Johns County ,Nov2020_Sum,228159,Nov2020_Sum
791,St. Johns County ,Dec2020_Sum,336056,Dec2020_Sum
